Name,Class,Joined,Job,TicketCost,Age,Gender,Survived,Department
"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",1st Class Passenger,Southampton,Banker,35.5,56,Male,TRUE,
"SLOPER, Mr William Thompson",1st Class Passenger,Southampton,Stockbroker,35.5,28,Male,TRUE,
"SMART, Mr John Montgomery",1st Class Passenger,Southampton,,26.55,56,Male,FALSE,
"SMITH, Mr James Clinch",1st Class Passenger,Cherbourg,Military,30.69583333,56,Male,FALSE,
"SMITH, Mr Richard William",1st Class Passenger,Southampton,,26,57,Male,FALSE,
"SMITH, Mr Lucian Philip",1st Class Passenger,Cherbourg,,60,24,Male,FALSE,
"SMITH, Mrs Mary Eloise",1st Class Passenger,Cherbourg,,60,18,Female,TRUE,
"SNYDER, Mr John Pillsbury",1st Class Passenger,Southampton,,82.26666667,24,Male,TRUE,
"SNYDER, Mrs Nelle",1st Class Passenger,Southampton,,82.26666667,23,Female,TRUE,
"SPEDDEN, Mr Frederic Oakley",1st Class Passenger,Cherbourg,,134.5,45,Male,TRUE,
"SPEDDEN, Mrs Margaretta Corning",1st Class Passenger,Cherbourg,,134.5,39,Female,TRUE,
"SPEDDEN, Master Robert Douglas",1st Class Passenger,Cherbourg,,134.5,6,Male,TRUE,
"SPENCER, Mr William Augustus",1st Class Passenger,Cherbourg,,146.5208333,57,Male,FALSE,
"SPENCER, Mrs Marie Eugenie",1st Class Passenger,Cherbourg,,146.5208333,45,Female,TRUE,
"STýHELIN-MAEGLIN, Dr Max",1st Class Passenger,Southampton,Lawyer,30.5,32,Male,TRUE,
"STEAD, Mr William Thomas",1st Class Passenger,Southampton,Journalist,26.55,62,Male,FALSE,
"STENGEL, Mr Charles Emil Henry",1st Class Passenger,Cherbourg,Businessman,55.44166667,54,Male,TRUE,
"STENGEL, Mrs Annie May",1st Class Passenger,Cherbourg,,55.44166667,44,Female,TRUE,
"STEPHENSON, Mrs Martha",1st Class Passenger,Cherbourg,,78.26666667,52,Female,TRUE,
"STEWART, Mr Albert Ankeny",1st Class Passenger,Cherbourg,Businessman,27.72083333,64,Male,FALSE,
"STONE, Mrs Martha Evelyn",1st Class Passenger,Southampton,,80,62,Female,TRUE,
"STRAUS, Mr Isidor",1st Class Passenger,Southampton,Businessman,221.7791667,67,Male,FALSE,
"STRAUS, Mrs Rosalie Ida",1st Class Passenger,Southampton,,221.7791667,63,Female,FALSE,
"SUTTON, Mr Frederick",1st Class Passenger,Southampton,Property Developer / Real Estate,32.32083333,61,Male,FALSE,
"SWIFT, Mrs Margaret Welles",1st Class Passenger,Southampton,,25.92916667,46,Female,TRUE,
"TAUSSIG, Mr Emil",1st Class Passenger,Southampton,,79.65,52,Male,FALSE,
"TAUSSIG, Mrs Tillie",1st Class Passenger,Southampton,,79.65,39,Female,TRUE,
"TAUSSIG, Miss Ruth",1st Class Passenger,Southampton,,79.65,18,Female,TRUE,
"TAYLOR, Mr Elmer Zebley",1st Class Passenger,Southampton,Manufacturer,52,48,Male,TRUE,
"TAYLOR, Mrs Juliet Cummins",1st Class Passenger,Southampton,,52,49,Female,TRUE,
"THAYER, Mr John Borland",1st Class Passenger,Cherbourg,Businessman,110.8833333,49,Male,FALSE,
"THAYER, Mrs Marian Longstreth",1st Class Passenger,Cherbourg,,110.8833333,39,Female,TRUE,
"THAYER, Mr John Borland jr",1st Class Passenger,Cherbourg,Scholar,110.8833333,17,Male,TRUE,
"THORNE, Miss Gertrude Maybelle",1st Class Passenger,Cherbourg,,80.2,38,Female,TRUE,
"TUCKER, Mr Gilbert Milligan jr",1st Class Passenger,Cherbourg,,28.5375,31,Male,TRUE,
"URUCHURTU, Don. Manuel Ramirez",1st Class Passenger,Cherbourg,Lawyer,27.72083333,39,Male,FALSE,
"VAN DER HOEF, Mr Wyckoff",1st Class Passenger,Belfast,Businessman,33.5,61,Male,FALSE,
"WALKER, Mr William Anderson",1st Class Passenger,Southampton,,34.25,48,Male,FALSE,
"WARD, Miss Annie Moore",1st Class Passenger,Cherbourg,Personal Maid,512.3291667,35,Female,TRUE,Servant
"WARREN, Mr Frank Manley",1st Class Passenger,Cherbourg,,75.25,63,Male,FALSE,
"WARREN, Mrs Anna Sophia",1st Class Passenger,Cherbourg,,75.25,60,Female,TRUE,
"WEIR, Colonel John",1st Class Passenger,Southampton,Military,26.55,59,Male,FALSE,
"WHITE, Mr Percival Wayland",1st Class Passenger,Southampton,Manufacturer,77.2875,54,Male,FALSE,
"WHITE, Mr Richard Frasar",1st Class Passenger,Southampton,,77.2875,21,Male,FALSE,
"WHITE, Mrs Ella",1st Class Passenger,Cherbourg,,135.6333333,55,Female,TRUE,
"WICK, Col. George Dennick",1st Class Passenger,Southampton,,164.8666667,57,Male,FALSE,
"WICK, Mrs Mary Peebles",1st Class Passenger,Southampton,,164.8666667,45,Female,TRUE,
"WICK, Miss Mary Natalie",1st Class Passenger,Southampton,,164.8666667,31,Female,TRUE,
"WIDENER, Mr George Dunton",1st Class Passenger,Southampton,Banker,211.5,50,Male,FALSE,
"WIDENER, Mrs Eleanor",1st Class Passenger,Southampton,,211.5,50,Female,TRUE,
"WIDENER, Mr Harry Elkins",1st Class Passenger,Southampton,Bibliophile,211.5,27,Male,FALSE,
"WILLARD, Miss Constance",1st Class Passenger,Southampton,,26.55,21,Female,TRUE,
"WILLIAMS, Mr Fletcher Fellowes Lambert",1st Class Passenger,Southampton,Businessman,35,43,Male,FALSE,
"WILLIAMS, Mr Charles Duane",1st Class Passenger,Cherbourg,Lawyer,61.37916667,51,Male,FALSE,
"WILLIAMS, Mr Richard Norris II",1st Class Passenger,Cherbourg,Sportsman,61.37916667,21,Male,TRUE,
"WILSON, Miss Helen Alice",1st Class Passenger,Cherbourg,Personal Maid,134.5,31,Female,TRUE,Servant
"WOOLNER, Mr Hugh",1st Class Passenger,Southampton,Businessman,35.5,45,Male,TRUE,
"WRIGHT, Mr George",1st Class Passenger,Southampton,Businessman,26.55,62,Male,FALSE,
"YOUNG, Miss Marie Grice",1st Class Passenger,Cherbourg,,135.6333333,36,Female,TRUE,
"ABELSON, Mr Samuel",2nd Class Passenger,Cherbourg,,24,30,Male,FALSE,
"ABELSON, Mrs Hannah",2nd Class Passenger,Cherbourg,,24,28,Female,TRUE,
"ALDWORTH, Mr Augustus Henry",2nd Class Passenger,Southampton,Chauffeur,13,34,Male,FALSE,Servant
"ANDREW, Mr Edgar Samuel",2nd Class Passenger,Southampton,,11.5,17,Male,FALSE,
"ANDREW, Mr Frank Thomas",2nd Class Passenger,Southampton,Miner,10.5,25,Male,FALSE,
"ANGLE, Mr William",2nd Class Passenger,Southampton,Tile Maker,26,32,Male,FALSE,
"ANGLE, Mrs Florence Agnes",2nd Class Passenger,Southampton,,26,36,Female,TRUE,
"ASHBY, Mr John",2nd Class Passenger,Southampton,,13,57,Male,FALSE,
"BAILEY, Mr Percy",2nd Class Passenger,Southampton,Butcher's Assistant,11.5,15,Male,FALSE,
"BAINBRIGGE, Mr Charles Robert",2nd Class Passenger,Southampton,Horse Trainer,10.5,22,Male,FALSE,
"BALLS, Mrs Ada E.",2nd Class Passenger,Southampton,,13,36,Female,TRUE,
"BANFIELD, Mr Frederick James",2nd Class Passenger,Southampton,Miner,10.5,28,Male,FALSE,
"BATEMAN, Revd Robert James",2nd Class Passenger,Southampton,Priest / Minister,12.525,51,Male,FALSE,
"BEANE, Mr Edward",2nd Class Passenger,Southampton,,26,32,Male,TRUE,
"BEANE, Mrs Ethel",2nd Class Passenger,Southampton,,26,22,Female,TRUE,
"BEAUCHAMP, Mr Henry James",2nd Class Passenger,Southampton,Club Head Steward,26,28,Male,FALSE,
"BECKER, Mrs Nellie E.",2nd Class Passenger,Southampton,,39,35,Female,TRUE,
"BECKER, Miss Marion Louise",2nd Class Passenger,Southampton,,39,4,Female,TRUE,
"BECKER, Master Richard F.",2nd Class Passenger,Southampton,,39,1,Male,TRUE,
"BECKER, Miss Ruth Elizabeth",2nd Class Passenger,Southampton,,39,12,Female,TRUE,
"BEESLEY, Mr Lawrence",2nd Class Passenger,Southampton,Teacher,13,34,Male,TRUE,
"BENTHAM, Miss Lillian W.",2nd Class Passenger,Southampton,,13,19,Female,TRUE,
"BERRIMAN, Mr William John",2nd Class Passenger,Southampton,,13,23,Male,FALSE,
"BOTSFORD, Mr William Hull",2nd Class Passenger,Southampton,,13,25,Male,FALSE,
"BOWENUR, Mr Solomon",2nd Class Passenger,Southampton,Merchant,13,42,Male,FALSE,
"BRACKEN, Mr James Hollen",2nd Class Passenger,Southampton,Stockman,13,29,Male,FALSE,
"BRAILEY, Mr William Theodore Ronald",2nd Class Passenger,Southampton,Musician,0,24,Male,FALSE,Musician
"BRICOUX, Mr Roger Marie",2nd Class Passenger,Southampton,Musician,0,20,Male,FALSE,Musician
"BRITO, Mr Josý Joaquim de",2nd Class Passenger,Southampton,,13,32,Male,FALSE,
"BROWN, Miss Amelia Mary",2nd Class Passenger,Southampton,Cook (Personal),13,18,Female,TRUE,Servant
"BROWN, Mr Thomas William Solomon",2nd Class Passenger,Southampton,Hotelier,39,60,Male,FALSE,
"BROWN, Mrs Elizabeth Catherine",2nd Class Passenger,Southampton,,39,40,Female,TRUE,
"BROWN, Miss Edith Eileen",2nd Class Passenger,Southampton,Scholar,39,15,Female,TRUE,
"BRYHL, Mr Kurt Arnold Gottfrid",2nd Class Passenger,Southampton,,26,25,Male,FALSE,
"BRYHL, Miss Dagmar Jenny Ingeborg",2nd Class Passenger,Southampton,,26,20,Female,TRUE,
"BUSS, Miss Kate",2nd Class Passenger,Southampton,,13,36,Female,TRUE,
"BUTLER, Mr Reginald Fenton",2nd Class Passenger,Southampton,Mechanical Engineer,13,25,Male,FALSE,
"BYLES, Fr Thomas Roussel Davids",2nd Class Passenger,Southampton,Priest / Minister,13,42,Male,FALSE,
"BYSTRýM, Mrs Karolina",2nd Class Passenger,Southampton,,13,40,Female,TRUE,
"CALDWELL, Mr Albert Francis",2nd Class Passenger,Southampton,,29,26,Male,TRUE,
"CALDWELL, Mrs Sylvia Mae",2nd Class Passenger,Southampton,,29,28,Female,TRUE,
"CALDWELL, Master Alden Gates",2nd Class Passenger,Southampton,,29,0.833333333,Male,TRUE,
"CAMERON, Miss Clear Annie",2nd Class Passenger,Southampton,Personal Maid,21,35,Female,TRUE,
"CAMPBELL, Mr William Henry",2nd Class Passenger,Belfast,,0,21,Male,FALSE,H&W Guarantee Group
"CARBINES, Mr William",2nd Class Passenger,Southampton,Miner,13,19,Male,FALSE,
"CARTER, Fr Ernest Courtenay",2nd Class Passenger,Southampton,Priest / Minister,26,54,Male,FALSE,
"CARTER, Mrs Lilian",2nd Class Passenger,Southampton,,26,45,Female,FALSE,
"CHAPMAN, Mr Charles Henry",2nd Class Passenger,Southampton,,13.5,52,Male,FALSE,
"CHAPMAN, Mr John Henry",2nd Class Passenger,Southampton,Farmer,26,36,Male,FALSE,
"CHAPMAN, Mrs Sara Elizabeth",2nd Class Passenger,Southampton,,26,28,Female,FALSE,
"CHRISTY, Mrs Alice Frances",2nd Class Passenger,Southampton,,30,45,Female,TRUE,
"CHRISTY, Miss Rachel Juli Cohen",2nd Class Passenger,Southampton,,30,25,Female,TRUE,
"CLARKE, Mr Charles Valentine",2nd Class Passenger,Southampton,Dairy Worker,26,29,Male,FALSE,
"CLARKE, Mrs Ada Maria",2nd Class Passenger,Southampton,,27,28,Female,TRUE,
"CLARKE, Mr John Frederick Preston",2nd Class Passenger,Southampton,Musician,0,28,Male,FALSE,Musician
"COLERIDGE, Mr Reginald Charles",2nd Class Passenger,Southampton,Advertising Consultant,10.5,29,Male,FALSE,
"COLLANDER, Mr Erik Gustaf",2nd Class Passenger,Southampton,,13,27,Male,FALSE,
"COLLETT, Mr Sidney Clarence Stuart",2nd Class Passenger,Southampton,,10.5,25,Male,TRUE,
"COLLYER, Mr Harvey",2nd Class Passenger,Southampton,Grocer,26.25,31,Male,FALSE,
"COLLYER, Mrs Charlotte Caroline",2nd Class Passenger,Southampton,,26.25,31,Female,TRUE,
"COLLYER, Miss Marjorie Lottie",2nd Class Passenger,Southampton,,26.25,8,Female,TRUE,
"COOK, Mrs Selena",2nd Class Passenger,Southampton,,10.5,22,Female,TRUE,
"CORBETT, Mrs Irene",2nd Class Passenger,Southampton,Musician,13,30,Female,FALSE,
"COREY, Mrs Mary Emma",2nd Class Passenger,Southampton,,21,30,Female,FALSE,
"COTTERILL, Mr Henry",2nd Class Passenger,Southampton,Carpenter / Joiner,11.5,20,Male,FALSE,
"CUNNINGHAM, Mr Alfred Fleming",2nd Class Passenger,Belfast,Fitter,0,21,Male,FALSE,H&W Guarantee Group
"DAVIES, Mr Charles Henry",2nd Class Passenger,Southampton,,73.5,19,Male,FALSE,
"DAVIES, Mrs Agnes",2nd Class Passenger,Southampton,,36.75,48,Female,TRUE,
"DAVIES, Master John Morgan jr",2nd Class Passenger,Southampton,,36.75,8,Male,TRUE,
"DAVIS, Miss Mary Ann Charlotte",2nd Class Passenger,Southampton,,13,28,Female,TRUE,
"DEACON, Mr Percy William",2nd Class Passenger,Southampton,Baker,73.5,18,Male,FALSE,
"DEL CARLO, Mr Sebastiano",2nd Class Passenger,Cherbourg,,27.72083333,29,Male,FALSE,
"DEL CARLO, Mrs Argene",2nd Class Passenger,Cherbourg,,27.72083333,24,Female,TRUE,
"DENBUOY, Mr Albert Joseph",2nd Class Passenger,Southampton,Fruit Farmer,31.5,25,Male,FALSE,
"DIBDEN, Mr William",2nd Class Passenger,Southampton,General Labourer,73.5,18,Male,FALSE,
"DOLING, Mrs Ada Julia Elizabeth",2nd Class Passenger,Southampton,,23,34,Female,TRUE,
"DOLING, Miss Elsie",2nd Class Passenger,Southampton,,23,18,Female,TRUE,
"DOUTON, Mr William Joseph",2nd Class Passenger,Southampton,Quarryman,26,55,Male,FALSE,
"DREW, Mr James Vivian",2nd Class Passenger,Southampton,,32.5,42,Male,FALSE,
"DREW, Mrs Lulu Thorne",2nd Class Passenger,Southampton,,32.5,34,Female,TRUE,
"DREW, Master Marshall Brines",2nd Class Passenger,Southampton,,32.5,8,Male,TRUE,
"DURýN I MONý, Sra. Florentina",2nd Class Passenger,Cherbourg,,13.85833333,30,Female,TRUE,
"DURýN I MONý, Sra. Asuncion",2nd Class Passenger,Cherbourg,,13.85833333,27,Female,TRUE,
"EITEMILLER, Mr George Floyd",2nd Class Passenger,Southampton,,13,25,Male,FALSE,
"ENANDER, Mr Ingvar",2nd Class Passenger,Southampton,,13,21,Male,FALSE,
"FAHLSTRýM, Mr Arne Joma",2nd Class Passenger,Southampton,,13,18,Male,FALSE,
"FAUNTHORPE, Mr Harry Bartram",2nd Class Passenger,Southampton,,26,41,Male,FALSE,
"FILLBROOK, Mr Joseph Charles",2nd Class Passenger,Southampton,Painter & Decorator,10.5,18,Male,FALSE,
"FOX, Mr Stanley Harrington",2nd Class Passenger,Southampton,Businessman,13,38,Male,FALSE,
"FROST, Mr Anthony Wood",2nd Class Passenger,Belfast,Fitter,0,38,Male,FALSE,H&W Guarantee Group
"FUNK, Miss Annie Clemmer",2nd Class Passenger,Southampton,Missionary,13,38,Female,FALSE,
"FYNNEY, Mr Joseph J.",2nd Class Passenger,Southampton,Rubber Merchant,26,35,Male,FALSE,
"GALE, Mr Harry",2nd Class Passenger,Southampton,Miner,21,38,Male,FALSE,
"GALE, Mr Shadrach",2nd Class Passenger,Southampton,Miner,21,33,Male,FALSE,
"GARSIDE, Miss Ethel",2nd Class Passenger,Southampton,,13,39,Female,TRUE,
"GASKELL, Mr William Alfred",2nd Class Passenger,Southampton,Cooper,26,19,Male,FALSE,
"GAVEY, Mr Laurence",2nd Class Passenger,Southampton,,10.5,26,Male,FALSE,
"GILBERT, Mr William",2nd Class Passenger,Southampton,,10.5,47,Male,FALSE,
"GILES, Mr Edgar",2nd Class Passenger,Southampton,Cab Driver,11.5,21,Male,FALSE,
"GILES, Mr Frederick Edward",2nd Class Passenger,Southampton,Bus Driver,11.5,20,Male,FALSE,
"GILES, Mr Ralph",2nd Class Passenger,Southampton,,13.5,24,Male,FALSE,
"GILL, Mr John",2nd Class Passenger,Southampton,Chauffeur,13,24,Male,FALSE,
"GILLESPIE, Mr William Henry",2nd Class Passenger,Southampton,Clerk,13,31,Male,FALSE,
"GIVARD, Mr Hans Kristensen",2nd Class Passenger,Southampton,,13,30,Male,FALSE,
"GREENBERG, Mr Samuel",2nd Class Passenger,Southampton,,13,52,Male,FALSE,
"HALE, Mr Reginald",2nd Class Passenger,Southampton,Gardener,13,30,Male,FALSE,
"HARBECK, Mr William H.",2nd Class Passenger,Southampton,Cinematographer,13,44,Male,FALSE,
"HARPER, Rev. John",2nd Class Passenger,Southampton,Priest / Minister,33,39,Male,FALSE,
"HARPER, Miss Annie Jessie",2nd Class Passenger,Southampton,,33,6,Female,TRUE,
"HARRIS, Mr George",2nd Class Passenger,Southampton,,10.5,62,Male,TRUE,
"HARRIS, Mr Walter",2nd Class Passenger,Southampton,,10.5,44,Male,FALSE,
"HART, Mr Benjamin",2nd Class Passenger,Southampton,Builder,26.25,47,Male,FALSE,
"HART, Mrs Esther Ada",2nd Class Passenger,Southampton,,26.25,48,Female,TRUE,
"HART, Miss Eva Miriam",2nd Class Passenger,Southampton,,26.25,7,Female,TRUE,
"HARTLEY, Mr Wallace Henry",2nd Class Passenger,Southampton,Musician,0,33,Male,FALSE,Musician
"HýMýLýINEN, Mrs Anna",2nd Class Passenger,Southampton,,14.5,23,Female,TRUE,
"HýMýLýINEN, Master Viljo Unto Johannes",2nd Class Passenger,Southampton,,14.5,0.583333333,Male,TRUE,
"HERMAN, Mr Samuel",2nd Class Passenger,Southampton,Farmer,65,49,Male,FALSE,
"HERMAN, Mrs Jane",2nd Class Passenger,Southampton,,65,48,Female,TRUE,
"HERMAN, Miss Alice",2nd Class Passenger,Southampton,,65,23,Female,TRUE,
"HERMAN, Miss Kate",2nd Class Passenger,Southampton,,65,23,Female,TRUE,
"HEWLETT, Mrs Mary Dunbar",2nd Class Passenger,Southampton,,16,56,Female,TRUE,
"HICKMAN, Mr Leonard Mark",2nd Class Passenger,Southampton,,73.5,24,Male,FALSE,
"HICKMAN, Mr Lewis",2nd Class Passenger,Southampton,,73.5,30,Male,FALSE,
"HICKMAN, Mr Stanley George",2nd Class Passenger,Southampton,,73.5,20,Male,FALSE,
"HILTUNEN, Miss Marta",2nd Class Passenger,Southampton,,13,18,Female,FALSE,
"HOCKING, Mr Richard George",2nd Class Passenger,Southampton,Baker,11.5,23,Male,FALSE,
"HOCKING, Mrs Eliza",2nd Class Passenger,Southampton,,23,54,Female,TRUE,
"HOCKING, Miss Ellen",2nd Class Passenger,Southampton,,23,20,Female,TRUE,
"HOCKING, Mr Samuel James Metcalfe",2nd Class Passenger,Southampton,Painter & Decorator,13,36,Male,FALSE,
"HODGES, Mr Henry Price",2nd Class Passenger,Southampton,Musical Instrument Vendor,13,50,Male,FALSE,
"HOLD, Mr Stephen",2nd Class Passenger,Southampton,Clerk,26,44,Male,FALSE,
"HOLD, Mrs Annie Margaret",2nd Class Passenger,Southampton,,26,29,Female,TRUE,
"HOOD, Mr Ambrose Jr",2nd Class Passenger,Southampton,,73.5,21,Male,FALSE,
"HOSONO, Mr Masabumi",2nd Class Passenger,Southampton,Civil Servant,13,41,Male,TRUE,
"HOWARD, Mr Benjamin",2nd Class Passenger,Southampton,Retired,26,63,Male,FALSE,
"HOWARD, Mrs Ellen Truelove",2nd Class Passenger,Southampton,,26,61,Female,FALSE,
"HUME, Mr John Law",2nd Class Passenger,Southampton,Musician,0,21,Male,FALSE,Musician
"HUNT, Mr George Henry",2nd Class Passenger,Southampton,Gardener,12.275,33,Male,FALSE,
"ILETT, Miss Bertha",2nd Class Passenger,Southampton,,10.5,17,Female,TRUE,
"JACOBSOHN, Mr Sidney Samuel",2nd Class Passenger,Southampton,Lawyer,27,42,Male,FALSE,
"JACOBSOHN, Mrs Amy Frances Christy",2nd Class Passenger,Southampton,,27,24,Female,TRUE,
"JARVIS, Mr Denzil John",2nd Class Passenger,Southampton,Engineer,15,47,Male,FALSE,
"JEFFERYS, Mr Clifford Thomas",2nd Class Passenger,Southampton,Granite Cutter,31.5,24,Male,FALSE,
"JEFFERYS, Mr Ernest Wilfred",2nd Class Passenger,Southampton,Granite Cutter,31.5,22,Male,FALSE,
"JENKIN, Mr Stephen Curnow",2nd Class Passenger,Southampton,Miner,10.5,32,Male,FALSE,
"JERWAN, Mrs Marie Marthe",2nd Class Passenger,Cherbourg,,13.79166667,23,Female,TRUE,
"KANTOR, Mr Sinai",2nd Class Passenger,Southampton,,26,34,Male,FALSE,
"KANTOR, Mrs Miriam",2nd Class Passenger,Southampton,,26,24,Female,TRUE,
"KARNES, Mrs Claire",2nd Class Passenger,Southampton,,21,28,Female,FALSE,
"KEANE, Mr Daniel",2nd Class Passenger,Queenstown,,12.35,35,Male,FALSE,
"KEANE, Miss Nora Agnes",2nd Class Passenger,Queenstown,,12.35,46,Female,TRUE,
"KELLY, Mrs Fanny Maria",2nd Class Passenger,Southampton,,13.5,45,Female,TRUE,
"KIRKLAND, Fr Charles Leonard",2nd Class Passenger,Queenstown,Priest / Minister,12.35,52,Male,FALSE,
"KNIGHT, Mr Robert",2nd Class Passenger,Belfast,Fitter,0,39,Male,FALSE,H&W Guarantee Group
"KRINS, Mr Georges Alexandre",2nd Class Passenger,Southampton,Musician,0,23,Male,FALSE,Musician
"KVILLNER, Mr Johan Henrik Johannesson",2nd Class Passenger,Southampton,Mechanical Engineer,10.5,31,Male,FALSE,
"LAHTINEN, Fr William",2nd Class Passenger,Southampton,Priest / Minister,26,35,Male,FALSE,
"LAHTINEN, Mrs Anna Amelia",2nd Class Passenger,Southampton,,26,34,Female,FALSE,
"LAMB, Mr John J.",2nd Class Passenger,Queenstown,Gentleman,10.70833333,30,Male,FALSE,
"LAROCHE, Mr Joseph Philippe Lemercier",2nd Class Passenger,Cherbourg,Engineer,41.57916667,25,Male,FALSE,
"LAROCHE, Mrs Juliette Marie Louise",2nd Class Passenger,Cherbourg,,41.57916667,22,Female,TRUE,
"LAROCHE, Miss Louise",2nd Class Passenger,Cherbourg,,41.57916667,1,Female,TRUE,
"LAROCHE, Miss Simonne Marie Anne Andrýe",2nd Class Passenger,Cherbourg,,41.57916667,3,Female,TRUE,
"LýVY, Mr Rený Jacques",2nd Class Passenger,Southampton,Chemist,12.875,36,Male,FALSE,
"LEHMANN, Miss Bertha",2nd Class Passenger,Cherbourg,,12,17,Female,TRUE,
"LEITCH, Miss Jessie Wills",2nd Class Passenger,Southampton,,33,31,Female,TRUE,
"LEMORE, Mrs Amelia",2nd Class Passenger,Southampton,,10.5,46,Female,TRUE,
"LEYSON, Mr Robert William Norman",2nd Class Passenger,Southampton,Solicitor,10.5,25,Male,FALSE,
"LINNANE, Mr John",2nd Class Passenger,Queenstown,Gentleman,12.35,61,Male,FALSE,
"LOUCH, Mr Charles",2nd Class Passenger,Southampton,Saddler,26,50,Male,FALSE,
"LOUCH, Mrs Alice Adelaide",2nd Class Passenger,Southampton,,26,42,Female,TRUE,
"MACK, Mrs Mary",2nd Class Passenger,Southampton,,10.5,57,Female,FALSE,
"MALACHARD, Mr Jean-Noýl",2nd Class Passenger,Cherbourg,,15.55,25,Male,FALSE,
"MALLET, Mr Albert Denis Pierre",2nd Class Passenger,Cherbourg,Merchant,37.05,45,Male,FALSE,
"MALLET, Mrs Antonine Marie",2nd Class Passenger,Cherbourg,,37.05,24,Female,TRUE,
"MALLET, Master Andrý Clement",2nd Class Passenger,Cherbourg,,37.05,1,Male,TRUE,
"MANGIAVACCHI, Mr Serafino Emilio",2nd Class Passenger,Cherbourg,Clerk,15.57916667,30,Male,FALSE,
"MATTHEWS, Mr William John",2nd Class Passenger,Southampton,China Clay Worker,13,23,Male,FALSE,
"MAYBERY, Mr Frank Hubert",2nd Class Passenger,Southampton,Property Developer / Real Estate,16,36,Male,FALSE,
"MCCRAE, Mr Arthur Gordon",2nd Class Passenger,Southampton,Engineer,13.5,32,Male,FALSE,
"MCCRIE, Mr James Matthew",2nd Class Passenger,Southampton,Oil Worker,13,32,Male,FALSE,
"MCKANE, Mr Peter Dan",2nd Class Passenger,Southampton,Quarryman,26,46,Male,FALSE,
"MELLINGER, Mrs Elizabeth Anne",2nd Class Passenger,Southampton,Servant,19.5,41,Female,TRUE,
"MELLINGER, Miss Violet Madeline",2nd Class Passenger,Southampton,,19.5,13,Female,TRUE,
"MELLORS, Mr William John",2nd Class Passenger,Southampton,Salesman,10.5,19,Male,TRUE,
"MEYER, Mr August",2nd Class Passenger,Southampton,Baker,13,31,Male,FALSE,
"MILLING, Mr Jacob Christian",2nd Class Passenger,Southampton,Machine Inspector,13,48,Male,FALSE,
"MITCHELL, Mr Henry Michael",2nd Class Passenger,Southampton,Retired,10.5,71,Male,FALSE,
"MONTVILA, Fr Juozas",2nd Class Passenger,Southampton,Priest / Minister,13,27,Male,FALSE,
"MORAWECK, Dr Ernest",2nd Class Passenger,Southampton,Doctor,14,54,Male,FALSE,
"MORLEY, Mr Henry Samuel",2nd Class Passenger,Southampton,Confectioner,26,38,Male,FALSE,
